probe,status
cg23017573,removed_high_na
cg24137123,removed_high_na
cg22871721,removed_high_na
cg07964109,removed_high_na
cg25682829,removed_high_na
ch.3.2997854F,removed_high_na
cg21647752,removed_high_na
cg06529894,removed_high_na
cg22851415,removed_high_na
cg07491828,removed_high_na
cg25997988,removed_high_na
cg24360998,removed_high_na
cg04999902,removed_high_na
cg08319936,removed_high_na
cg25025145,removed_high_na
cg14518178,removed_high_na
cg11722553,removed_high_na
cg05846057,removed_high_na
cg14111522,removed_high_na
cg09399869,removed_high_na
cg00773795,removed_high_na
cg05167898,removed_high_na
cg13007035,removed_high_na
cg16712481,removed_high_na
cg26609906,removed_high_na
cg20628718,removed_high_na
cg19588327,removed_high_na
cg01374885,removed_high_na
cg06383022,removed_high_na
cg10578996,removed_high_na
cg26922038,removed_high_na
cg24280439,removed_high_na
cg25775109,removed_high_na
cg09844775,removed_high_na
cg17594624,removed_high_na
cg21229103,removed_high_na
cg08882389,removed_high_na
cg27488824,removed_high_na
cg06242012,removed_high_na
cg22283643,removed_high_na
cg01051089,removed_high_na
cg11809085,removed_high_na
cg18787846,removed_high_na
cg08734853,removed_high_na
cg08242323,removed_high_na
cg23227851,removed_high_na
cg18503643,removed_high_na
cg10071882,removed_high_na
cg10071880,removed_high_na
cg20771687,removed_high_na
cg18492257,removed_high_na
cg01310964,removed_high_na
cg07739841,removed_high_na
ch.1.161896946R,removed_high_na
cg04563766,removed_high_na
cg13851956,removed_high_na
cg24822402,removed_high_na
cg00330857,removed_high_na
cg25065097,removed_high_na
cg08737770,removed_high_na
cg19438583,removed_high_na
cg01868106,removed_high_na
cg10524576,removed_high_na
cg18885299,removed_high_na
cg15777014,removed_high_na
cg06801384,removed_high_na
cg09965264,removed_high_na
cg07859439,removed_high_na
cg05362860,removed_high_na
cg24009529,removed_high_na
cg11785240,removed_high_na
cg05823643,removed_high_na
cg19186105,removed_high_na
cg13973449,removed_high_na
cg13021192,removed_high_na
cg21186771,removed_high_na
cg04141770,removed_high_na
cg26880399,removed_high_na
cg03761471,removed_high_na
cg11780549,removed_high_na
cg11183253,removed_high_na
cg02787675,removed_high_na
cg09492074,removed_high_na
cg24684520,removed_high_na
cg06621900,removed_high_na
cg26041076,removed_high_na
cg24037647,removed_high_na
cg02953382,removed_high_na
cg01350803,removed_high_na
cg05040778,removed_high_na
cg16189160,removed_high_na
cg01033451,removed_high_na
cg15067806,removed_high_na
cg04493054,removed_high_na
cg18075117,removed_high_na
cg20276278,removed_high_na
cg01222298,removed_high_na
cg01813280,removed_high_na
cg09757087,removed_high_na
cg01936565,removed_high_na
cg01584086,removed_high_na
cg10016024,removed_high_na
cg08198713,removed_high_na
cg13411658,removed_high_na
cg04375245,removed_high_na
cg18640606,removed_high_na
cg02775382,removed_high_na
cg13186590,removed_high_na
cg01214384,removed_high_na
cg15367592,removed_high_na
cg12666107,removed_high_na
cg22068629,removed_high_na
cg19172143,removed_high_na
cg26176158,removed_high_na
cg00980581,removed_high_na
cg04873153,removed_high_na
ch.18.18270R,removed_high_na
cg24093236,removed_high_na
cg22725940,removed_high_na
cg04323713,removed_high_na
cg05591605,removed_high_na
cg21630843,removed_high_na
cg01367498,removed_high_na
cg16204414,removed_high_na
cg09668047,removed_high_na
cg03858121,removed_high_na
cg18097246,removed_high_na
cg01395217,removed_high_na
cg26501049,removed_high_na
cg23310143,removed_high_na
cg02888490,removed_high_na
cg01373602,removed_high_na
cg07660693,removed_high_na
cg16249454,removed_high_na
cg16257868,removed_high_na
cg00588689,removed_high_na
cg16548613,removed_high_na
cg26019259,removed_high_na
cg11398451,removed_high_na
cg10610428,removed_high_na
cg18391611,removed_high_na
cg06173857,removed_high_na
cg13226712,removed_high_na
cg26469302,removed_high_na
cg10803816,removed_high_na
cg25318364,removed_high_na
cg01836858,removed_high_na
cg07572984,removed_high_na
cg07618258,removed_high_na
cg15854548,removed_high_na
cg11960655,removed_high_na
cg19111030,removed_high_na
cg26225726,removed_high_na
cg05708441,removed_high_na
cg14168713,removed_high_na
cg06762532,removed_high_na
cg27604975,removed_high_na
cg02397552,removed_high_na
cg15886307,removed_high_na
cg04926329,removed_high_na
cg19367293,removed_high_na
cg14487944,removed_high_na
cg21855143,removed_high_na
cg04317051,removed_high_na
cg24065991,removed_high_na
cg08575875,removed_high_na
cg06234378,removed_high_na
cg10589577,removed_high_na
cg05048624,removed_high_na
cg00255726,removed_high_na
cg10503635,removed_high_na
cg14534337,removed_high_na
cg06934974,removed_high_na
cg08237707,removed_high_na
cg25463963,removed_high_na
cg26726204,removed_high_na
cg02956194,removed_high_na
cg23304647,removed_high_na
cg08443814,removed_high_na
cg08285730,removed_high_na
cg00029052,removed_high_na
cg16969872,removed_high_na
cg16969871,removed_high_na
cg16216212,removed_high_na
cg06874895,removed_high_na
cg17765178,removed_high_na
cg02757609,removed_high_na
cg27574287,removed_high_na
cg27355713,removed_high_na
cg26450149,removed_high_na
cg11283860,removed_high_na
cg07761367,removed_high_na
cg04027045,removed_high_na
cg02399275,removed_high_na
cg23959872,removed_high_na
cg08136070,removed_high_na
cg21149260,removed_high_na
cg04827593,removed_high_na
cg00997327,removed_high_na
cg00760536,removed_high_na
cg04775856,removed_high_na
cg25667676,removed_high_na
cg06823965,removed_high_na
cg16918091,removed_high_na
cg12105077,removed_high_na
cg16271221,removed_high_na
cg23793640,removed_high_na
cg06805064,removed_high_na
cg05009512,removed_high_na
cg07413957,removed_high_na
cg21786372,removed_high_na
cg23174481,removed_high_na
cg04569651,removed_high_na
cg10869669,removed_high_na
cg20720686,removed_high_na
cg02775414,removed_high_na
cg19438375,removed_high_na
cg10519406,removed_high_na
cg05782966,removed_high_na
cg01963897,removed_high_na
cg00712181,removed_high_na
cg04221274,removed_high_na
cg05779458,removed_high_na
cg11234708,removed_high_na
cg09290082,removed_high_na
cg07184423,removed_high_na
cg02610327,removed_high_na
ch.1.3188690F,removed_high_na
cg01369522,removed_high_na
cg13010299,removed_high_na
cg27056853,removed_high_na
cg07381806,removed_high_na
cg25844366,removed_high_na
cg13538320,removed_high_na
cg05360160,removed_high_na
cg17783015,removed_high_na
cg23695211,removed_high_na
cg09255473,removed_high_na
cg02789965,removed_high_na
cg03489016,removed_high_na
cg16472945,removed_high_na
cg00776252,removed_high_na
cg02828564,removed_high_na
cg08997294,removed_high_na
cg06805834,removed_high_na
cg26775644,removed_high_na
cg14747225,removed_high_na
cg08766762,removed_high_na
cg22260782,removed_high_na
cg01358541,removed_high_na
cg24295405,removed_high_na
cg02820759,removed_high_na
cg04440811,removed_high_na
cg17447300,removed_high_na
cg07614786,removed_high_na
cg10879955,removed_high_na
cg16619805,removed_high_na
ch.17.79071R,removed_high_na
cg09118420,removed_high_na
cg21190130,removed_high_na
cg07051373,removed_high_na
cg01931179,removed_high_na
cg26721193,removed_high_na
cg15844287,removed_high_na
cg20610749,removed_high_na
cg10485612,removed_high_na
cg16946840,removed_high_na
cg22427401,removed_high_na
cg14684296,removed_high_na
cg01207916,removed_high_na
cg10718395,removed_high_na
cg13483099,removed_high_na
cg21340621,removed_high_na
cg17840849,removed_high_na
cg27112370,removed_high_na
cg09412619,removed_high_na
cg21649182,removed_high_na
cg27038198,removed_high_na
cg21930968,removed_high_na
cg07280936,removed_high_na
cg01497561,removed_high_na
cg23367683,removed_high_na
cg14749368,removed_high_na
cg02433266,removed_high_na
cg15624109,removed_high_na
cg12773646,removed_high_na
cg12086421,removed_high_na
cg22004830,removed_high_na
cg04496246,removed_high_na
cg23546356,removed_high_na
cg10249221,removed_high_na
cg08339324,removed_high_na
cg24452347,removed_high_na
cg24691014,removed_high_na
cg16791016,removed_high_na
cg04848660,removed_high_na
cg24122991,removed_high_na
cg06294976,removed_high_na
cg18263841,removed_high_na
cg05236297,removed_high_na
cg19440928,removed_high_na
cg03422129,removed_high_na
cg18520505,removed_high_na
cg24399405,removed_high_na
cg05669832,removed_high_na
cg14802971,removed_high_na
cg01515114,removed_high_na
cg06601633,removed_high_na
cg05146074,removed_high_na
cg22751099,removed_high_na
cg17282688,removed_high_na
cg07005246,removed_high_na
cg27396284,removed_high_na
cg12655781,removed_high_na
cg12710637,removed_high_na
cg10002103,removed_high_na
cg04470497,removed_high_na
cg25393595,removed_high_na
cg11706080,removed_high_na
cg12656497,removed_high_na
cg05335953,removed_high_na
cg12499259,removed_high_na
cg11796578,removed_high_na
cg08834018,removed_high_na
cg12976394,removed_high_na
cg09761863,removed_high_na
cg03871354,removed_high_na
cg13706680,removed_high_na
cg02924370,removed_high_na
cg02924372,removed_high_na
cg03209398,removed_high_na
cg04293218,removed_high_na
ch.4.3354065F,removed_high_na
cg23691733,removed_high_na
cg02655397,removed_high_na
cg22993554,removed_high_na
cg03036510,removed_high_na
cg10370109,removed_high_na
cg12941261,removed_high_na
cg10375884,removed_high_na
cg10403161,removed_high_na
cg01308806,removed_high_na
cg11279857,removed_high_na
cg14782543,removed_high_na
cg19430423,removed_high_na
cg03301058,removed_high_na
cg05215004,removed_high_na
cg19739704,removed_high_na
cg13928068,removed_high_na
cg12595460,removed_high_na
cg26454299,removed_high_na
cg24849108,removed_high_na
cg11018165,removed_high_na
cg20117256,removed_high_na
cg04605143,removed_high_na
cg24740325,removed_high_na
cg14089110,removed_high_na
cg07645858,removed_high_na
cg23849103,removed_high_na
cg03983808,removed_high_na
cg22849967,removed_high_na
cg09171638,removed_high_na
cg05782445,removed_high_na
cg07265873,removed_high_na
cg06245711,removed_high_na
cg08202678,removed_high_na
cg01563959,removed_high_na
cg22783999,removed_high_na
cg00659878,removed_high_na
cg03564865,removed_high_na
cg26435502,removed_high_na
cg00692173,removed_high_na
cg10432364,removed_high_na
cg21057349,removed_high_na
cg10432360,removed_high_na
cg09107855,removed_high_na
cg03812546,removed_high_na
cg01685521,removed_high_na
cg14860079,removed_high_na
cg01042983,removed_high_na
cg17522953,removed_high_na
cg15093715,removed_high_na
cg27360098,removed_high_na
cg25881985,removed_high_na
cg26364598,removed_high_na
cg13971866,removed_high_na
cg06489912,removed_high_na
cg16353350,removed_high_na
cg13587495,removed_high_na
cg01718222,removed_high_na
cg24873811,removed_high_na
cg22102357,removed_high_na
cg23504701,removed_high_na
cg06092382,removed_high_na
cg17883371,removed_high_na
cg00772380,removed_high_na
cg07108944,removed_high_na
cg21270243,removed_high_na
cg15425276,removed_high_na
cg15077643,removed_high_na
cg18553202,removed_high_na
cg05941641,removed_high_na
cg19916100,removed_high_na
cg15610529,removed_high_na
cg24902278,removed_high_na
cg26218753,removed_high_na
cg00514628,removed_high_na
cg16198692,removed_high_na
cg23628949,removed_high_na
cg00292978,removed_high_na
cg12507167,removed_high_na
cg16321280,removed_high_na
cg03970591,removed_high_na
cg06988467,removed_high_na
cg11368281,removed_high_na
cg01087129,removed_high_na
cg01178772,removed_high_na
cg02389931,removed_high_na
cg22304543,removed_high_na
cg20004634,removed_high_na
cg09083736,removed_high_na
cg22809315,removed_high_na
cg02389938,removed_high_na
cg08649568,removed_high_na
cg08914356,removed_high_na
